query_id,family,source,date_searched,paper_id,corpus_id,title,authors,year,publication_date,venue,publication_types,doi,arxiv_id,pubmed_id,url,is_open_access,open_access_pdf_url,citation_count,reference_count,influential_citation_count,fields_of_study,s2_fields_of_study,abstract
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,908fdd2894a135932e93a562946cc98aaa439e11,273150346,"PREFERENCE OF SPONGIVORE FISHES ON CORAL REEF ECOSYSTEMS WITH DIFFERENT ENVIRONMENTAL CONDITIONS ON HOGA ISLAND, WAKATOBI",A. A. Pratama; Cicilia V Parrangan; Gunawan Syafruddin; Abdul. Haris,,,,,,,,https://www.semanticscholar.org/paper/908fdd2894a135932e93a562946cc98aaa439e11,False,,0,45,0,,Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,909edf599fa3b824c4789b0b118474ab8bc0e07e,134581390,An assessment of Landsat-8 atmospheric correction schemes and remote sensing reflectance products in coral reefs and coastal turbid waters,Jianwei Wei; Z. Lee; Rodrigo A. Garcia; L. Zoffoli; R. Armstrong; Zhehai Shang; P. Sheldon; Robert F. Chen,2018,2018-09-01,Remote Sensing of Environment,,10.1016/J.RSE.2018.05.033,,,https://www.semanticscholar.org/paper/909edf599fa3b824c4789b0b118474ab8bc0e07e,True,http://manuscript.elsevier.com/S0034425718302621/pdf/S0034425718302621.pdf,89,61,1,Environmental Science,Environmental Science; Environmental Science,"Abstract The Operational Land Imager (OLI) onboard Landsat-8 satellite can provide remote sensing reflectance (Rrs) of aquatic environments with high spatial resolution (30 m), allowing for benthic habitat mapping and monitoring of bathymetry and water column optical properties. To facilitate these applications, accurate sensor-derived Rrs is required. In this study, we assess atmospheric correction schemes, including NASA's NIR-SWIR approach, Acolite's NIR and SWIR approaches and the cloud-shadow approach. We provide the first comprehensive evaluation for Landsat-8 Rrs retrievals in optically shallow coral reefs, along with an investigation of Landsat-8 Rrs products in a temperate turbid embayment. The obtained Landsat-8 Rrs data products are evaluated with concurrent in situ hyperspectral Rrs measurements. Our analyses show that the NASA and the cloud-shadow approaches generated reliable Rrs products across shallow coral reefs and optically deep waters. This evaluation suggests that high quality Rrs products are achievable from the Landsat-8 satellite in optically shallow environments, which supports further application of Landsat-8 type measurements for coral reef studies."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,90ac99952f25ae8f4dc9079ae564b230447346ab,82742265,"Planktivorous fish link coral reef and oceanic food webs : causes and consequences of landscape-scale patterns in fish behavior, diet and growth",Katharine M. Hanson,2011,2011-12-01,,,,,,https://www.semanticscholar.org/paper/90ac99952f25ae8f4dc9079ae564b230447346ab,False,,2,0,1,Biology,Biology; Environmental Science; Biology,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,90cd41c8468cd8c93d3e00b8373f1cedf326e610,37177784,Determining trigger values of suspended sediment for behavioral changes in a coral reef fish.,A. Wenger; M. McCormick,2013,2013-05-15,Marine Pollution Bulletin,JournalArticle; Review,10.1016/j.marpolbul.2013.02.014,,23465624,https://www.semanticscholar.org/paper/90cd41c8468cd8c93d3e00b8373f1cedf326e610,False,,29,68,0,Environmental Science; Medicine,Environmental Science; Medicine; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,90f58d79a8b0f35b570bb2b94be766985e7187fb,127240637,Corals and coral reefs of the Pacific coast of Colombia,F. A. Zapata; B. Vargas-Ángel,2001,,,Review,10.1016/B978-044451388-5/50019-9,,,https://www.semanticscholar.org/paper/90f58d79a8b0f35b570bb2b94be766985e7187fb,False,,78,36,10,Geology; Environmental Science,Geology; Environmental Science; Environmental Science; Biology,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,910156e699834cf7afe4212341c7a88ca84691c6,126642842,Ocean Colour Remote Sensing of Flood Plumes in the Great Barrier Reef,L. Ametistova,2004,,,,,,,https://www.semanticscholar.org/paper/910156e699834cf7afe4212341c7a88ca84691c6,False,,1,0,0,Environmental Science,Environmental Science; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,910be9ad549a0b498497564172d6ee4aabb5faf5,81988015,Coral bioindicators of environmental conditions on coastal coral reefs,T. Cooper,2008,,,,,,,https://www.semanticscholar.org/paper/910be9ad549a0b498497564172d6ee4aabb5faf5,False,,8,0,1,Biology,Biology; Environmental Science; Biology,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,914f3ca58ab75914249f468fd48602920c2b2afd,130936626,Complex sediment deposition history on a wide continental shelf: Implications for the calculation of accumulation rates on the Great Barrier Reef,S. Lewis; J. Olley; Takahisa Furuichi; Ashneel Sharma; Joanne Burton,2014,2014-05-01,,,10.1016/J.EPSL.2014.02.038,,,https://www.semanticscholar.org/paper/914f3ca58ab75914249f468fd48602920c2b2afd,False,,43,64,2,Geology,Geology; Environmental Science; Geology,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,91b30758c59f06e68cef5bace8ee94b80a25fe49,133774385,Sediment Transport Rate and its Impact on Coral Reef Health – Palk Bay and Gulf of Mannar,N. Dinesh,2018,2018-01-31,,,10.22214/ijraset.2018.1285,,,https://www.semanticscholar.org/paper/91b30758c59f06e68cef5bace8ee94b80a25fe49,True,https://doi.org/10.22214/ijraset.2018.1285,1,34,0,Environmental Science,Environmental Science; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,91f1bdeebce10bb82ca5c8ec95b6e44237009a2d,127547878,"Growth Characteristics of Reef-Building Corals Within and External to a Naval Ordinance Range: Vieques, Puerto Rico",R. Dodge,1981,,,,,,,https://www.semanticscholar.org/paper/91f1bdeebce10bb82ca5c8ec95b6e44237009a2d,False,,23,22,3,Geography,Geography; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,923594a50fec50a9af5d0437fa5a813f1952f047,235970475,HUBUNGAN KEPADATAN SIPUT (Drupella) DENGAN KONDISI EKOSISTEM TERUMBU KARANG DI PERAIRAN PULAU SEMUJUR PROVINSI KEPULAUAN BANGKA BELITUNG,Isti Qomah; Okto Supratman; Indra Ambalika Syari,2019,2019-10-29,Akuatik Jurnal Sumberdaya Perairan,,10.33019/akuatik.v13i2.1498,,,https://www.semanticscholar.org/paper/923594a50fec50a9af5d0437fa5a813f1952f047,True,https://doi.org/10.33019/akuatik.v13i2.1498,0,0,0,,Environmental Science,"This research aims to analyse density of Drupella's on coral reef ecosystem, analyze the percentage of coral cover and analyze the relationship between the density of Drupella with environmental factors and conditions coral reef ecosystem in the waters of Semujur Island. Research data retrieval in April 2019 in the waters of Semujur Island. Drupella data retrieval using Belt Transect method and coral reef data retrieval using Line Intercept Transek. The results showed that the highest overall density of Drupella is in the area of coral, which is 244 ind/100m2 and the lowest density of Drupella is in the landscaped area of 31 ind/100m2, coral cover percentage Highest in the area of coral average of 72.20% and the lowest 23.44% while on the highest cover area of 54.96% and lows of 29.14%. Principal Component Analysis (PCA) in the reef flats and Drupella watersheds correlates with temperature, current, pH, Dissolved Oxygen and Total Suspended Solid. Correspondence Analysis (CA) in the reef flats was found that Drupella was positively correlated with lifeforms acropora submassive, acropora tabulate, coral submassive, and coral massive. In the slope area of the Drupella positively correlated with the type of lifeform acropora digitate, acropora submassive, acropora tabulate, coral submassive, and coral branching."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,923cf0aed92fdae740d6367b5439bd89f2014952,252250259,"Sediment trap height affects mass, particle size, and biogeochemical composition of material collected in an equatorial coral reef.",Ming Sheng Ng; Aaron Teo; P. Todd,2022,2022-09-12,Marine Pollution Bulletin,JournalArticle,10.1016/j.marpolbul.2022.114086,,36108527,https://www.semanticscholar.org/paper/923cf0aed92fdae740d6367b5439bd89f2014952,False,,7,72,0,Medicine,Medicine; Environmental Science,"Anthropogenic sedimentation is a major contributor to the worldwide decline in coral cover. Resuspension of benthic material can exacerbate the threat to corals, but evidence of vertical sediment gradients is limited. Here, we installed sediment traps at 10, 20, 30, 40, and 50 cm above the substrate at three equatorial reef sites for three months and determined the dry mass, particle size, and biogeochemical composition of the material collected. As the trap mouth height increased from 10 to 50 cm, dry mass decreased as sediments became finer, poorer in carbonate, and richer in silicate. Despite among-site differences in collected sediment, this vertical gradient was present in all trap arrays, likely driven by resuspension mechanisms on seabed sediments. These results have implications for coral vertical ecology and underline the importance of standardising sediment collection protocols."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,923f793d7a16b8efc79c95f42d8265d3eddc8099,199641767,"Grazing halos on coral reefs: predation risk, herbivore density, and habitat size influence grazing patterns that are visible from space",Bartholomew P. DiFiore; S. Queenborough; E. Madin; V. Paul; M. B. Decker; A. Stier,2019,2019-09-26,Marine Ecology Progress Series,,10.3354/MEPS13074,,,https://www.semanticscholar.org/paper/923f793d7a16b8efc79c95f42d8265d3eddc8099,False,,22,7,5,Environmental Science,Environmental Science; Environmental Science,"In order to conduct a systematic analysis of patch reef and halo geometries, we manually digitized 757 patch reefs and their respective halos in the Florida Keys National Marine Sanctuary (FKNMS) and along a ~250 km reef tract of the South Water Caye Marine Reserve (SWCMR) in Belize. We divided the FKNMS into latitudinal segments running roughly perpendicular to the forereef. The frequency of the segments depended on patch reef density. For the middle and lower Florida Keys we digitized every patch reef encountered in every other 0.8 km band, while in the upper Florida Keys, we examined 0.4 km wide bands spaced 0.8 km apart. In Belize, we manually selected every patch reef visible in the high-resolution satellite scene, and randomly selected 100 patch reefs where we digitized the patch reef boundary and surrounding halo. Patch reefs are not uniform. In our landscape analysis we only digitized patch reefs that 1) were singular (i.e., not highly aggregate), 2) where the image was of high enough quality to assess the halo and patch reef boundaries (i.e. not obscured by clouds, turbidity, sun glint, or water depth) and 3) had halos that were distinct for more than ~ 70% of the patch perimeter. All patch reefs large enough to clearly see in the imagery (> 10 m), were surrounded by a halo, suggesting the ubiquity of halo formation in Florida and Belize. To determine halo width (i.e., the average distance from the patch reef edge to the halo boundary), one observer (BD) digitized the patch reef and the halo boundary. The halo boundary was estimated as the point of greatest transition in substrate reflectance surrounding the reef. For the 13 patch reefs where we conducted fieldwork, three untrained and one trained observer estimated the patch and halo boundaries to establish halo estimation error (see error bars in Fig. 3a in text). Using ArcGIS (version 10.4, ESRI 2017) and QGIS (version 2.18.13, QGIS Development Team 2017) software, we estimated halo extent as the average nearest neighbor distance between densified point clouds located along the halo boundary and patch edge."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,9245c7cbc2dd3f892053c491c98bcfdd316d03e9,237660661,"Land-based sediment sources and transport to southwest Puerto Rico coral reefs after Hurricane Maria, May 2017 to June 2018",R. Takesue; C. Sherman; Natalia I. Ramirez; Aaron O. Reyes; O. Cheriton; R. Ríos; C. Storlazzi,2021,2021-09-30,,,10.1016/J.ECSS.2021.107476,,,https://www.semanticscholar.org/paper/9245c7cbc2dd3f892053c491c98bcfdd316d03e9,True,https://www.sciencedirect.com/science/article/pii/S0272771421003280/pdf,10,83,1,Environmental Science,Environmental Science; Environmental Science; Geology,"Abstract The effects of runoff from land on nearshore ecosystems, including coral reef communities, are influenced by both sediment supply and removal by coastal processes. Integrated studies across the land-sea interface describing sources and transport of terrestrial sediment and its nearshore fate allow reef protection initiatives to target key onshore and offshore areas. Geochemical signatures in the fine fraction of terrestrial sediment from watersheds in southwest Puerto Rico were determined by multivariate principal component analysis and used to identify terrestrial sources of sediment runoff to nearshore coral reefs. Sediment settling out of suspension at reefs was collected at approximately 2 month-long intervals in bottom-mounted sediment traps from May 2017 to June 2018, a period that included Hurricanes Irma and Maria. Bulk sediment accumulation rates in traps exceeded a 10 mg/cm2/d threshold found to stress corals at 5 of 7 reef sites throughout the 13 month-long study. Geochemical signatures showed that watersheds 10s km to the east were a predominant, year-round source of fine sediment to reefs offshore of Guanica Bay and could have introduced sediment-bound contaminants due to a higher degree of industrialization and urbanization than the local watershed. Sediment runoff from the local watershed appeared to be constrained to a narrow band close to shore. During the 2.5 months after Hurricanes Irma and Maria, bulk sediment accumulation rates increased substantially and fine sediment geochemical signatures were indicative of predominantly distal sources, except outside of the mouth of Guanica Bay, which was strongly impacted by local runoff. Mass wasting, sediment runoff, and coastal turbidity persisted for months after Hurricane Maria and could account for the appearance of a small fraction of geochemical variance from a distal sediment source that appeared in reef traps 4 months post-hurricane and persisted through the end of the study 9 months post-hurricane. Sediment geochemical sourcing in temporally resolved records from sediment traps showed how landscape-scale changes after a major hurricane affected both near-term and long-term sediment delivery to reef communities. In addition, the importance of fine sediment advection from distal sources indicates that successful reduction of land-based pressures on nearshore ecosystems will require cross-jurisdictional strategies."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,924a45c4fad0700087dabbbed6891c2b1cfedb08,265472192,Physicochemical Study of Coral Reef Water,Ivonny Abdala Melendez Rodriguez; Héctor Luis Garrido Ríos; Astrid Carolina Merlos Arias,2023,2023-09-26,2023 IEEE Central America and Panama Student Conference (CONESCAPAN),Conference,10.1109/CONESCAPAN60431.2023.10328408,,,https://www.semanticscholar.org/paper/924a45c4fad0700087dabbbed6891c2b1cfedb08,False,,0,21,0,,Environmental Science,"In Tela Bay, located in the city of Tela, Atlántida, Honduras, a water study was carried out to determine the main causes of contamination to the coral reefs and to observe the quality of the marine water. Within this study we have considered three physical-chemical parameters which are Temperature, pH, and Turbidity and four microbiological parameters which are the most probable number of Fecal Coliforms, Nitrite, Ammonia and Nitrate. For the fecal coliform sampling, we selected 6 points at the two mouths of the Lancetilla and Highlandcreek Rivers and at 3 km and 6 km in each of the rivers to obtain more accurate fecal coliform samples and perform this test, which according to specialists has never been done in this area. The other samples for the other studies were taken at Point A (at the mouth of the Lancetilla River), Point B (3 km offshore in a straight line from Point A) and Point C (6 km offshore in a straight line from Point A and B). We consider Point C to be the most important since this is where the coral reefs begin to appear. After obtaining the samples we proceeded to carry out the corresponding studies which helped us to analyze in detail each one of the results, and we were able to use statistical techniques such as graphs, managing to represent and analyze the values presented by each one of the parameters, defining the maximum values and establishing the optimal limits for these studies. A series of tables were made for each of the points with their optimum limit to have a better reference of the results obtained throughout this research."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,925060dcac53d199f65c954c649a59b10465edac,90875522,First study on seasonal infestation of Excorallana berbicensis (Isopoda: Corallanidae) in freshwater fishes,H. C. G. Vasconcelos; M. Tavares‐Dias,2017,2017-02-28,,,10.3856/LAJAR.V43I5.971,,,https://www.semanticscholar.org/paper/925060dcac53d199f65c954c649a59b10465edac,False,,0,0,0,Biology,Biology; Environmental Science; Biology,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,925a92652fdb8b9d5a33dd4cb13e764ad9ebaa12,269526588,Deciphering the environmental adaptation and functional trait of core and noncore bacterial communities in impacted coral reef seawater.,Wentao Zhu; He Zhao; J. Ke; Junling Zhang; Xiangbo Liu; Yinyin Zhou; Rou-Wen Chen; Aimin Wang; Xiubao Li,2024,2024-04-01,Science of the Total Environment,JournalArticle,10.1016/j.scitotenv.2024.172897,,38697527,https://www.semanticscholar.org/paper/925a92652fdb8b9d5a33dd4cb13e764ad9ebaa12,False,,7,0,0,Medicine,Medicine; Environmental Science; Biology,"Microorganisms play pivotal roles in different biogeochemical cycles within coral reef waters. Nevertheless, our comprehension of the microbially mediated processes following environmental perturbation is still limited. To gain a deeper insight into the environmental adaptation and nutrient cycling, particularly within core and noncore bacterial communities, it is crucial to understand reef ecosystem functioning. In this study, we delved into the microbial community structure and function of seawater in a coral reef under different degrees of anthropogenic disturbance. To achieve this, we harnessed the power of 16S rRNA gene high-throughput sequencing and metagenomics techniques. The results showed that a continuous temporal succession but little spatial heterogeneity in the bacterial communities of core and noncore taxa and functional profiles involved in nitrogen (N) and phosphorus (P) cycling. Eutrophication state (i.e., nutrient concentration and turbidity) and temperature played pivotal roles in shaping both the microbial community composition and functional traits of coral reef seawater. Within this context, the core subcommunity exhibited a remarkably broader habitat niche breadth, stronger phylogenetic signals and lower environmental sensitivity when compared to the noncore taxa. Null model analysis further revealed that the core subcommunity was governed primarily by stochastic processes, while deterministic processes played a more significant role in shaping the noncore subcommunity. Furthermore, our observations indicated that changes in function related to N cycling were correlated to the variations in noncore taxa, while core taxa played a more substantial role in critical processes such as P cycling. Collectively, these findings facilitated our knowledge about environmental adaptability of core and noncore bacterial taxa and shed light on their respective roles in maintaining diverse nutrient cycling within coral reef ecosystems."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,92752f0582da5e2dcacde657c1c1d8bb4982fd02,290605017,Population genomics on octocorals in marginal environments: resilient but vulnerable refugia for corals under the Anthropocene,Tak Chu Jong; Ling Ming Tsang,2026,2026-07-24,Frontiers in Marine Science,JournalArticle,10.3389/fmars.2026.1847700,,,https://www.semanticscholar.org/paper/92752f0582da5e2dcacde657c1c1d8bb4982fd02,True,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2026.1847700/pdf,0,88,0,,Environmental Science; Biology,"
 Octocorals are an important component contributing to habitat forming that enhances the three-dimensional structural complexity and facilitates benthic–pelagic coupling for marine benthic ecosystems. Studies on octocorals in marginal environments could provide insight to researchers and conservationists in the face of the deteriorating seascape under the Anthropocene. The octocoral communities in Hony -30g Kong persist under marginal living conditions created by freshwater influx from the western Pearl River Estuary, transitioning from the turbid, hyposaline conditions of the western waters to the relatively oligotrophic oceanic waters of the East. This study employed genome re-sequencing to investigate the population structure and genetic diversity of three widely distributed octocoral species,
 Dendronephthya gigantea
 ,
 Dendronephthya spinifera
 , and
 Echinomuricea spinifera
 , along the water gradient of Hong Kong to investigate the effect of a marginal turbid environment on the population structure of octocorals. Two octocoral genera exhibited differences in vertical distribution in response to sedimentation and turbidity, in which the soft coral
 Dendronephthya
 in western waters were restricted to shallower depths while the gorgonian
 Echinomuricea
 could occupy deeper waters in the western region despite heavy siltation. A low level of genetic differentiation was reported in
 D. gigantea
 in the turbid western region while no significant population differentiation was observed for
 D. spinifera
 and
 E. spinifera
 between sampling regions. Moreover, low genetic diversity in terms of nucleotide diversity and heterozygosity with highly negatively skewed Tajima’s
 D
 was reported for all three studied octocoral species in Hong Kong. The lack of population differentiation and low genetic diversity could reflect a small founder population selected by turbid marginal conditions settled in Hong Kong and expand the population with the aid of asexual reproduction. Despite their low genetic diversity, which suggests low evolutionary potential and intrinsic vulnerability toward diseases and disturbances, octocoral populations in Hong Kong could be selected under a marginal environment and exhibit resilience to suboptimal conditions. This study underscores the necessity of prioritizing marginal octocoral communities in conservation frameworks, as they represent critical units for understanding species persistence under environmental stress and may serve as essential gene sources for regional biodiversity in an increasingly unstable global climate.
"
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,92ae38da8ff3674bce36306e48306d35d6d59b7d,245259362,"Condition of Hard Corals and Quality of The Turbid Waters in Spermonde Islands (Case Studies in Kayangan Island, Samalona Island and Kodingareng Keke Island)",D. Parenden; J. Jompa; C. Rani,2021,2021-11-01,IOP Conference Series: Earth and Environment,Conference,10.1088/1755-1315/921/1/012060,,,https://www.semanticscholar.org/paper/92ae38da8ff3674bce36306e48306d35d6d59b7d,True,https://iopscience.iop.org/article/10.1088/1755-1315/921/1/012060/pdf,6,34,1,Physics,Physics; Environmental Science,"Coral reefs in Spermonde waters have experienced degradation as a result of the increasing turbidity in these waters. This research was conducted on Kayangan Island, Samalona Island and Kodingareng Keke Island, Spermonde Islands, Makassar City. The purpose of this study was to determine the percentage of coral cover, types and the how much the turbidity of the waters influence the coral. The researcher measured the coral cover using Underwater Photo Transect and processed the data using CPCe software. The levels of turbidity were taken at three locations and examined in the laboratory and the other parameters were measured on site. The correlation between turbidity and coral cover was analysed by regression analysis method. Based on the regression results, the turbidity level has a negative effect on coral cover. The level of turbidity is higher on Kayangan Island with 0.89 NTU with a cover percentage of 4.95 %, Temperature of 30°C, Salinity of 30 ppm, DO of 5.44 mg/l, pH 7.8 and the species found were Porites and Faviidae. Samalona Island is 0.43 NTU with a percentage of coral cover of 14.08 %, Temperature of 30°C, Salinity of 30 ppm, DO of 5.44 mg/l, pH of 7.7 and the most common types are Acropora and Fungiidae. Kodingareng Keke Island has a turbidity value of 0.32 NTU, Temperature of 29°C, Salinity of 30 ppm, DO of 6.08 mg/l, pH 7.3 and the most common coral species, Fungiidae. Higher levels of turbidity in Kayangan Island will result in the death of certain coral species (unable to adapt) and will also have an impact on the percentage of hard coral cover."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,92af378fe857b4bfc4b7338fe0767ba9acf3e3c8,133442045,Habitat mapping in the Peruvian OMZ,T. Mosch; S. Sommer; O. Pfannkuche; K. Wallmann,2010,,,,,,,https://www.semanticscholar.org/paper/92af378fe857b4bfc4b7338fe0767ba9acf3e3c8,False,,1,0,0,Geology,Geology; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,92b6d6d6d13cf743649dce7c520848ff02aa5dc3,46398361,Outbreak of coral disease in Puerto Rico,A. Bruckner; R. Bruckner,1997,1997-12-02,Coral reefs,,10.1007/s003380050081,,,https://www.semanticscholar.org/paper/92b6d6d6d13cf743649dce7c520848ff02aa5dc3,False,,92,2,8,Geography,Geography; Environmental Science,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,92bbec62fb097b981017631b701254a04b81f4c7,270760727,Sediment source and dose influence the larval performance of the threatened coral Orbicella faveolata,Xaymara M. Serrano; Stephanie M. Rosales; Margaret W. Miller; A. Palacio-Castro; Olivia M. Williamson; Andrea Gomez; A. Baker,2024,2024-06-26,PLoS ONE,JournalArticle,10.1371/journal.pone.0292474,,38923956,https://www.semanticscholar.org/paper/92bbec62fb097b981017631b701254a04b81f4c7,True,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0292474&type=printable,6,91,0,Medicine,Medicine; Environmental Science,"The effects of turbidity and sedimentation stress on early life stages of corals are poorly understood, particularly in Atlantic species. Dredging operations, beach nourishment, and other coastal construction activities can increase sedimentation and turbidity in nearby coral reef habitats and have the potential to negatively affect coral larval development and metamorphosis, reducing sexual reproduction success. In this study, we investigated the performance of larvae of the threatened Caribbean coral species Orbicella faveolata exposed to suspended sediments collected from a reef site in southeast Florida recently impacted by dredging (Port of Miami), and compared it to the performance of larvae exposed to sediments collected from the offshore, natal reef of the parent colonies. In a laboratory experiment, we tested whether low and high doses of each of these sediment types affected the survival, settlement, and respiration of coral larvae compared to a no-sediment control treatment. In addition, we analyzed the sediments used in the experiments with 16S rRNA gene amplicon sequencing to assess differences in the microbial communities present in the Port versus Reef sediments, and their potential impact on coral performance. Overall, only O. faveolata larvae exposed to the high-dose Port sediment treatment had significantly lower survival rates compared to the control treatment, suggesting an initial tolerance to elevated suspended sediments. However, significantly lower settlement rates were observed in both Port treatments (low- and high-dose) compared to the control treatment one week after exposure, suggesting strong latent effects. Sediments collected near the Port also contained different microbial communities than Reef sediments, and higher relative abundances of the bacteria Desulfobacterales, which has been associated with coral disease. We hypothesize that differences in microbial communities between the two sediments may be a contributing factor in explaining the observed differences in larval performance. Together, these results suggest that the settlement success and survival of O. faveolata larvae are more readily compromised by encountering port inlet sediments compared to reef sediments, with potentially important consequences for the recruitment success of this species in affected areas."
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,92cf4c2ea3d5425af3e8196bf1ea33fc36f9fe80,290029430,"Effect of siltation on coral reef health in Mabini Protected Landscape and Seascape, Davao de Oro, Philippines",Matt Tacatani; Nympha E. Branzuela; Christopher Famor,2026,2026-06-30,"International Journal of Economics, Culture, and Sustainable Development Viewpoints",JournalArticle; Review,10.64612/ijecsdv.v1i1.178,,,https://www.semanticscholar.org/paper/92cf4c2ea3d5425af3e8196bf1ea33fc36f9fe80,True,https://doi.org/10.64612/ijecsdv.v1i1.178,0,0,0,,Environmental Science,"Coral reefs are vital marine ecosystems characterized by high biodiversity and significant ecological roles; however, increasing siltation threatens their stability. In Mabini Protected Landscape and Seascape (MPLS), Mabini, Davao de Oro, Philippines, recent monitoring recorded declining coral cover, with siltation identified as a major stressor. This study assessed the seasonal effects of siltation on coral reef health by comparing indicators between low- and high-siltation sites. Coral reefs were surveyed using photo-transect method, fish visual census for indicator reef fish, and frequency of occurrence for coral disease. Siltation was measured using sediment traps and multiparameter water-quality device. Results showed higher mean live hard coral cover in low-siltation site (58.65% HCC) compared to high-siltation site (36.07% HCC). Coral genera diversity and butterflyfish abundance were also higher in low-siltation site (34 TAUs; 41.2 ind. 100m-2) than in high-siltation site (21 TAUs; 12.8 ind. 100m-2). Higher frequency of disease-affected coral colonies in high-siltation site (56 colonies) compared to low-siltation site (33 colonies). Whereas mean coral mortality did not differ significantly between low-siltation (0.25 CMI) and high-siltation (0.18 CMI) sites. Mean turbidity and sediment deposition rates were markedly higher in high-siltation site during both the dry (31.97 NTU; 150.95 g m⁻² day⁻¹) and wet (76.66 NTU; 278.52 g m⁻² day⁻¹) seasons, compared to low-siltation site during the dry (4.04 NTU; 16.29 g m⁻² day⁻¹) and wet (15.17 NTU; 73.66 g m⁻² day⁻¹) seasons. These findings indicate that siltation is a primary driver of reef degradation in MPLS and support ridge-to-reef management strategies for coral reef conservation. 
Keywords"
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,92dd07ec1454091b844ec578bfaf92af0609814c,129260162,The lower pleistocene succession,M. D. Rose; P. Medagli,2007,2007-12-16,,,,,,https://www.semanticscholar.org/paper/92dd07ec1454091b844ec578bfaf92af0609814c,False,,1,0,0,Geography,Geography,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,933eec4f951cdc4b80e8ba41312ba6487e7f994e,129617577,"The hydrodynamic and sedimentary setting of nearshore coral reefs, central Great Barrier Reef shelf, Australia: Paluma Shoals, a case study",P. Larcombe; A. Costen; K. Woolfe,2001,2001-08-01,,,10.1046/j.1365-3091.2001.00396.x,,,https://www.semanticscholar.org/paper/933eec4f951cdc4b80e8ba41312ba6487e7f994e,False,,175,91,15,Geology,Geology; Environmental Science; Geology,
SS_SED_SUSPENDED_01,SED_SUSPENDED,Semantic Scholar Academic Graph API,2026-08-13,935a6d87544c8d34412490fe9b0c0dd1a43b882e,89474238,"Soft coral (Octocorallia, Alcyonacea) diversity and distribution along a latitudinal environmental gradient and the role of their chemical defenses against predatory fish in the Red Sea",Ben Hoang Xuan,2014,2014-11-25,,Review,,,,https://www.semanticscholar.org/paper/935a6d87544c8d34412490fe9b0c0dd1a43b882e,False,,2,1,0,Biology,Biology; Environmental Science; Biology,
